enddate,pollster,grade,approve,week
2020-05-05,Morning Consult,B/C,44,2019
2020-05-04,Monmouth University,A+,44,2019
2020-05-03,Change Research,C-,46,2018
2020-05-04,Rasmussen Reports/Pulse Opinion Research,C+,47,2019
2020-05-04,Global Strategy Group/GBAO (Navigator Research),,46,2019
2020-05-03,Morning Consult,B/C,42,2018
2020-05-04,YouGov,B,47,2019
2020-05-03,Morning Consult,B/C,44,2018
2020-05-06,Morning Consult,B/C,44,2019
2020-05-05,Global Strategy Group/GBAO (Navigator Research),,44,2019
2020-05-05,YouGov,B,46,2019
2020-05-05,Rasmussen Reports/Pulse Opinion Research,C+,49,2019
2020-05-07,Morning Consult,B/C,43,2019
2020-05-06,Global Strategy Group/GBAO (Navigator Research),,42,2019
2020-05-05,YouGov,B,46,2019
2020-05-06,YouGov,B,45,2019
2020-05-08,Morning Consult,B/C,43,2019
2020-05-05,Ipsos,B-,45,2019
2020-05-06,Rasmussen Reports/Pulse Opinion Research,C+,49,2019
2020-05-07,Global Strategy Group/GBAO (Navigator Research),,43,2019
2020-05-06,HarrisX,C,51,2019
2020-05-07,YouGov,B,44,2019
2020-05-08,Global Strategy Group,B/C,44,2019
2020-05-07,Rasmussen Reports/Pulse Opinion Research,C+,49,2019
2020-05-09,Morning Consult,B/C,43,2019
2020-05-09,Firehouse Strategies/Øptimus,B/C,47.9,2019
2020-05-08,YouGov,B,41,2019
2020-05-08,Global Strategy Group/GBAO (Navigator Research),,45,2019
2020-05-08,Morning Consult,B/C,42,2019
2020-05-08,Morning Consult,B/C,44,2019
2020-05-10,Morning Consult,B/C,44,2019
2020-05-09,YouGov,B,44,2019
2020-05-10,Rasmussen Reports/Pulse Opinion Research,C+,48,2019
2020-05-11,Morning Consult,B/C,43,2020
2020-05-10,Morning Consult,B/C,42,2019
2020-05-09,Redfield & Wilton Strategies,,42,2019
2020-05-12,Firehouse Strategies/Øptimus,B/C,46.3,2020
2020-05-11,Global Strategy Group/GBAO (Navigator Research),,45,2020
2020-05-10,CNN/SSRS,B/C,46,2019
2020-05-12,Morning Consult,B/C,44,2020
2020-05-11,Rasmussen Reports/Pulse Opinion Research,C+,46,2020
2020-05-10,YouGov,B,43,2019
2020-05-11,YouGov,B,47,2020
2020-05-12,Global Strategy Group/GBAO (Navigator Research),,44,2020
2020-05-13,Morning Consult,B/C,44,2020
2020-05-12,YouGov,B,44,2020
2020-05-12,Rasmussen Reports/Pulse Opinion Research,C+,47,2020
2020-05-14,Morning Consult,B/C,44,2020
2020-05-13,Global Strategy Group/GBAO (Navigator Research),,43,2020
2020-05-12,YouGov,B,47,2020
2020-05-12,Ipsos,B-,41,2020
2020-05-13,YouGov,B,43,2020
2020-05-15,Morning Consult,B/C,43,2020
2020-05-13,Rasmussen Reports/Pulse Opinion Research,C+,48,2020
2020-05-14,Global Strategy Group/GBAO (Navigator Research),,42,2020
2020-05-16,Firehouse Strategies/Øptimus,B/C,42.7,2020
2020-05-14,Rasmussen Reports/Pulse Opinion Research,C+,49,2020
2020-05-14,YouGov,B,45,2020
2020-05-16,Morning Consult,B/C,43,2020
2020-05-17,Morning Consult,B/C,43,2020
2020-05-15,Global Strategy Group/GBAO (Navigator Research),,41,2020
2020-05-14,Harris Poll,C,47,2020
2020-05-15,Morning Consult,B/C,43,2020
2020-05-15,YouGov,B,44,2020
2020-05-14,HarrisX,C,50,2020
2020-05-18,Morning Consult,B/C,43,2021
2020-05-16,RMG Research,B/C,45,2020
2020-05-16,YouGov,B,45,2020
2020-05-17,Rasmussen Reports/Pulse Opinion Research,C+,48,2020
2020-05-17,Morning Consult,B/C,43,2020
2020-05-17,Change Research,C-,46,2020
2020-05-18,Quinnipiac University,B+,42,2021
2020-05-19,Firehouse Strategies/Øptimus,B/C,41.7,2021
2020-05-17,YouGov,B,47,2020
2020-05-19,Morning Consult,B/C,43,2021
2020-05-18,Rasmussen Reports/Pulse Opinion Research,C+,46,2021
2020-05-18,YouGov,B,45,2021
2020-05-20,Morning Consult,B/C,43,2021
2020-05-18,Global Strategy Group/GBAO (Navigator Research),,43,2021
2020-05-18,Morning Consult,B/C,41,2021
2020-05-21,Morning Consult,B/C,43,2021
2020-05-19,YouGov,B,46,2021
2020-05-19,Rasmussen Reports/Pulse Opinion Research,C+,46,2021
2020-05-19,YouGov,B,44,2021
2020-05-20,American Research Group,B,40,2021
2020-05-19,Ipsos,B-,42,2021
2020-05-22,Morning Consult,B/C,43,2021
2020-05-20,Echelon Insights,,43,2021
2020-05-20,YouGov,B,43,2021
2020-05-20,Fox News,A-,44,2021
2020-05-20,Rasmussen Reports/Pulse Opinion Research,C+,45,2021
2020-05-21,YouGov,B,45,2021
2020-05-21,Rasmussen Reports/Pulse Opinion Research,C+,46,2021
2020-05-23,Firehouse Strategies/Øptimus,B/C,43.4,2021
2020-05-23,Morning Consult,B/C,43,2021
2020-05-21,Morning Consult,B/C,42,2021
2020-05-22,YouGov,B,49,2021
2020-05-24,Morning Consult,B/C,42,2021
2020-05-25,Morning Consult,B/C,42,2022
2020-05-23,YouGov,B,43,2021
2020-05-24,Rasmussen Reports/Pulse Opinion Research,C+,43,2021
2020-05-26,Morning Consult,B/C,42,2022
2020-05-26,Firehouse Strategies/Øptimus,B/C,46.3,2022
2020-05-25,Morning Consult,B/C,44,2022
2020-05-25,Global Strategy Group/GBAO (Navigator Research),,41,2022
2020-05-24,Winston Group,B/C,43,2021
2020-05-24,YouGov,B,43,2021
2020-05-25,Rasmussen Reports/Pulse Opinion Research,C+,44,2022
2020-05-25,YouGov,B,46,2022
2020-05-26,Morning Consult,B/C,40,2022
2020-05-26,McLaughlin & Associates,C/D,47,2022
2020-05-27,Morning Consult,B/C,42,2022
2020-05-27,Ipsos,B-,43,2022
2020-05-27,TargetSmart,B/C,44,2022
2020-05-26,YouGov,B,45,2022
2020-05-26,Rasmussen Reports/Pulse Opinion Research,C+,42,2022
2020-05-28,Morning Consult,B/C,42,2022
2020-05-26,YouGov,B,43,2022
2020-05-27,YouGov,B,43,2022
2020-05-27,Rasmussen Reports/Pulse Opinion Research,C+,45,2022
2020-05-29,Morning Consult,B/C,42,2022
2020-05-30,Morning Consult,B/C,42,2022
2020-05-30,Øptimus,B/C,45.1,2022
2020-05-28,ABC News/The Washington Post,A+,45,2022
2020-05-28,Rasmussen Reports/Pulse Opinion Research,C+,46,2022
2020-05-28,YouGov,B,44,2022
2020-05-31,Morning Consult,B/C,42,2022
2020-05-29,YouGov,B,43,2022
2020-06-01,Morning Consult,B/C,42,2023
2020-05-30,RMG Research,B/C,45,2022
2020-05-31,Rasmussen Reports/Pulse Opinion Research,C+,47,2022
2020-05-30,YouGov,B,47,2022
2020-06-01,Global Strategy Group/GBAO (Navigator Research),,42,2023
2020-06-01,Rasmussen Reports/Pulse Opinion Research,C+,46,2023
2020-06-02,Øptimus,B/C,45.3,2023
2020-06-02,Morning Consult,B/C,42,2023
2020-05-31,YouGov,B,43,2022
2020-06-01,Monmouth University,A+,43,2023
2020-05-31,Change Research,C-,44,2022
2020-06-01,YouGov,B,43,2023
2020-06-02,NBC News/The Wall Street Journal,A-,45,2023
2020-06-01,Morning Consult,B/C,41,2023
2020-06-03,Morning Consult,B/C,42,2023
2020-06-01,Morning Consult,B/C,41,2023
2020-06-04,Morning Consult,B/C,41,2023
2020-06-02,YouGov,B,43,2023
2020-06-01,Morning Consult,B/C,40,2023
2020-06-02,YouGov,B,42,2023
2020-06-02,Rasmussen Reports/Pulse Opinion Research,C+,44,2023
2020-06-05,Morning Consult,B/C,41,2023
2020-06-03,IBD/TIPP,A/B,42,2023
2020-06-03,YouGov,B,40,2023
2020-06-02,Ipsos,B-,40,2023
2020-06-03,Rasmussen Reports/Pulse Opinion Research,C+,46,2023
2020-06-02,Zogby Analytics,C+,48,2023
2020-06-04,YouGov,B,42,2023
2020-06-06,Øptimus,B/C,44.1,2023
2020-06-03,Marist College,A+,42,2023
2020-06-04,Rasmussen Reports/Pulse Opinion Research,C+,48,2023
2020-06-03,Emerson College,A-,43.41,2023
2020-06-06,Morning Consult,B/C,40,2023
2020-06-04,HarrisX,C,44,2023
2020-06-04,Whitman Insight Strategies,,42,2023
2020-06-07,Morning Consult,B/C,40,2023
2020-06-05,CNN/SSRS,B/C,40,2023
2020-06-05,YouGov,B,43,2023
2020-06-08,Morning Consult,B/C,39,2024
2020-06-07,Rasmussen Reports/Pulse Opinion Research,C+,47,2023
2020-06-06,YouGov,B,41,2023
2020-06-06,RMG Research,B/C,41,2023
2020-06-08,Rasmussen Reports/Pulse Opinion Research,C+,44,2024
2020-06-09,Morning Consult,B/C,39,2024
2020-06-08,Global Strategy Group/GBAO (Navigator Research),,43,2024
2020-06-07,YouGov,B,44,2023
2020-06-09,Øptimus,B/C,44.2,2024
2020-06-07,Morning Consult,B/C,39,2023
2020-06-07,Morning Consult,B/C,39,2023
2020-06-07,MSR Group,B/C,42.7,2023
2020-06-08,YouGov,B,41,2024
2020-06-10,Morning Consult,B/C,39,2024
2020-06-09,YouGov,B,43,2024
2020-06-09,Rasmussen Reports/Pulse Opinion Research,C+,44,2024
2020-06-11,Morning Consult,B/C,39,2024
2020-06-09,YouGov,B,41,2024
2020-06-10,YouGov,B,44,2024
2020-06-09,Ipsos,B-,42,2024
2020-06-12,Morning Consult,B/C,39,2024
2020-06-11,Climate Nexus,,42,2024
2020-06-10,Rasmussen Reports/Pulse Opinion Research,C+,43,2024
2020-06-10,HarrisX,C,47,2024
2020-06-09,Redfield & Wilton Strategies,,38.87,2024
2020-06-11,Rasmussen Reports/Pulse Opinion Research,C+,43,2024
2020-06-13,Morning Consult,B/C,39,2024
2020-06-11,YouGov,B,44,2024
2020-06-13,Øptimus,B/C,46.1,2024
2020-06-11,Public Policy Polling,B,43,2024
2020-06-12,Morning Consult,B/C,41,2024
2020-06-12,YouGov,B,42,2024
2020-06-14,Kaiser Family Foundation,,41,2024
2020-06-14,Morning Consult,B/C,39,2024
2020-06-15,Morning Consult,B/C,40,2025
2020-06-14,Rasmussen Reports/Pulse Opinion Research,C+,43,2024
2020-06-13,YouGov,B,44,2024
2020-06-13,Abacus Data,,45,2024
2020-06-13,RMG Research,B/C,41,2024
2020-06-14,Morning Consult,B/C,38,2024
2020-06-15,Global Strategy Group/GBAO (Navigator Research),,41,2025
2020-06-15,Quinnipiac University,B+,42,2025
2020-06-14,YouGov,B,42,2024
2020-06-14,Change Research,C-,43,2024
2020-06-14,Morning Consult,B/C,40,2024
2020-06-16,Øptimus,B/C,46.7,2025
2020-06-15,Rasmussen Reports/Pulse Opinion Research,C+,44,2025
2020-06-16,Ipsos,B-,39,2025
2020-06-16,Morning Consult,B/C,40,2025
2020-06-17,Morning Consult,B/C,40,2025
2020-06-16,McLaughlin & Associates,C/D,46,2025
2020-06-15,Winston Group,B/C,39,2025
2020-06-15,YouGov,B,42,2025
2020-06-16,Echelon Insights,,41,2025
2020-06-16,YouGov,B,42,2025
2020-06-16,Fox News,A-,44,2025
2020-06-16,YouGov,B,42,2025
2020-06-18,Morning Consult,B/C,40,2025
2020-06-16,Rasmussen Reports/Pulse Opinion Research,C+,46,2025
2020-06-17,Rasmussen Reports/Pulse Opinion Research,C+,47,2025
2020-06-17,YouGov,B,41,2025
2020-06-19,Morning Consult,B/C,40,2025
2020-06-20,Morning Consult,B/C,40,2025
2020-06-18,YouGov,B,44,2025
2020-06-18,Morning Consult,B/C,41,2025
2020-06-18,Rasmussen Reports/Pulse Opinion Research,C+,47,2025
2020-06-19,YouGov,B,41,2025
2020-06-21,Morning Consult,B/C,40,2025
2020-06-18,Harris Poll,C,43,2025
2020-06-20,American Research Group,B,38,2025
2020-06-20,YouGov,B,43,2025
2020-06-21,Rasmussen Reports/Pulse Opinion Research,C+,46,2025
2020-06-22,Morning Consult,B/C,40,2026
2020-06-20,Public Policy Polling,B,41,2025
2020-06-21,Morning Consult,B/C,39,2025
2020-06-21,Morning Consult,B/C,39,2025
2020-06-22,Rasmussen Reports/Pulse Opinion Research,C+,45,2026
2020-06-22,Siena College/The New York Times Upshot,A+,41,2026
2020-06-22,Global Strategy Group/GBAO (Navigator Research),,41,2026
2020-06-23,Morning Consult,B/C,40,2026
2020-06-24,Morning Consult,B/C,39,2026
2020-06-22,YouGov,B,41,2026
2020-06-22,CNBC/Hart Research/Public Opinion Strategies,A-,39,2026
2020-06-22,YouGov,B,42,2026
2020-06-23,YouGov,B,43,2026
2020-06-25,Morning Consult,B/C,39,2026
2020-06-23,YouGov,B,43,2026
2020-06-24,Morning Consult,B/C,40,2026
2020-06-24,Opinium,,39.39,2026
2020-06-23,Rasmussen Reports/Pulse Opinion Research,C+,47,2026
2020-06-24,Rasmussen Reports/Pulse Opinion Research,C+,47,2026
2020-06-26,Morning Consult,B/C,40,2026
2020-06-24,YouGov,B,42,2026
2020-06-23,HarrisX,C,46,2026
2020-06-24,Marist College,A+,41,2026
2020-06-23,Ipsos,B-,39,2026
2020-06-27,Morning Consult,B/C,40,2026
2020-06-25,Rasmussen Reports/Pulse Opinion Research,C+,44,2026
2020-06-25,YouGov,B,41,2026
2020-06-28,Morning Consult,B/C,40,2026
2020-06-27,Øptimus,B/C,46.4,2026
2020-06-28,Hart Research Associates,B/C,41,2026
2020-06-26,Morning Consult,B/C,41,2026
2020-06-28,Rasmussen Reports/Pulse Opinion Research,C+,42,2026
2020-06-26,Public Policy Polling,B,42,2026
2020-06-29,Morning Consult,B/C,39,2027
2020-06-27,RMG Research,B/C,42,2026
2020-06-27,YouGov,B,43,2026
2020-06-28,Change Research,C-,43,2026
2020-06-29,Morning Consult,B/C,39,2027
2020-06-29,Rasmussen Reports/Pulse Opinion Research,C+,43,2027
2020-06-29,Suffolk University,A,40.3,2027
2020-06-30,Morning Consult,B/C,39,2027
2020-06-28,YouGov,B,42,2026
2020-06-29,Morning Consult,B/C,39,2027
2020-06-30,Monmouth University,A+,41,2027
2020-07-01,Morning Consult,B/C,39,2027
2020-06-30,Global Strategy Group/GBAO (Navigator Research),,43,2027
2020-06-29,YouGov,B,44,2027
2020-07-02,Morning Consult,B/C,39,2027
2020-06-30,YouGov,B,42,2027
2020-06-30,YouGov,B,43,2027
2020-06-30,IBD/TIPP,A/B,39,2027
2020-06-30,Rasmussen Reports/Pulse Opinion Research,C+,44,2027
2020-07-01,YouGov,B,43,2027
2020-07-03,Morning Consult,B/C,39,2027
2020-06-30,Ipsos,B-,41,2027
2020-07-01,YouGov,B,40,2027
2020-07-01,Rasmussen Reports/Pulse Opinion Research,C+,46,2027
2020-07-02,Rasmussen Reports/Pulse Opinion Research,C+,47,2027
2020-07-04,Morning Consult,B/C,39,2027
2020-07-02,YouGov,B,45,2027
2020-07-03,Morning Consult,B/C,39,2027
2020-07-05,Morning Consult,B/C,39,2027
2020-07-04,RMG Research,B/C,39,2027
2020-07-05,Hart Research Associates,B/C,42,2027
2020-07-04,YouGov,B,43,2027
2020-07-06,Morning Consult,B/C,39,2028
2020-07-05,Rasmussen Reports/Pulse Opinion Research,C+,47,2027
2020-07-07,Morning Consult,B/C,39,2028
2020-07-06,Rasmussen Reports/Pulse Opinion Research,C+,45,2028
2020-07-06,YouGov,B,44,2028
2020-07-06,YouGov,B,43,2028
2020-07-08,Morning Consult,B/C,39,2028
2020-07-06,YouGov,B,42,2028
2020-07-07,Rasmussen Reports/Pulse Opinion Research,C+,44,2028
2020-07-09,Morning Consult,B/C,39,2028
2020-07-07,YouGov,B,42,2028
2020-07-07,YouGov,B,42,2028
2020-07-10,Morning Consult,B/C,39,2028
2020-07-08,Rasmussen Reports/Pulse Opinion Research,C+,45,2028
2020-07-08,YouGov,B,42,2028
2020-07-07,Ipsos,B-,40,2028
2020-07-11,Morning Consult,B/C,39,2028
2020-07-09,YouGov,B,41,2028
2020-07-09,Morning Consult,B/C,40,2028
2020-07-09,Rasmussen Reports/Pulse Opinion Research,C+,45,2028
2020-07-09,Redfield & Wilton Strategies,,40.81,2028
2020-07-10,YouGov,B,44,2028
2020-07-10,HarrisX,C,45,2028
2020-07-12,Morning Consult,B/C,39,2028
2020-07-11,RMG Research,B/C,44,2028
2020-07-12,Rasmussen Reports/Pulse Opinion Research,C+,45,2028
2020-07-13,Morning Consult,B/C,39,2029
2020-07-12,NBC News/The Wall Street Journal,A-,42,2028
2020-07-13,Quinnipiac University,B+,36,2029
2020-07-13,Rasmussen Reports/Pulse Opinion Research,C+,47,2029
2020-07-12,Morning Consult,B/C,39,2028
2020-07-14,Morning Consult,B/C,39,2029
2020-07-12,Change Research,C-,43,2028
2020-07-12,Morning Consult,B/C,41,2028
2020-07-13,Global Strategy Group/GBAO (Navigator Research),,39,2029
2020-07-12,YouGov,B,42,2028
2020-07-12,YouGov,B,41,2028
2020-07-15,Morning Consult,B/C,39,2029
2020-07-13,YouGov,B,42,2029
2020-07-14,Rasmussen Reports/Pulse Opinion Research,C+,48,2029
2020-07-14,YouGov,B,41,2029
2020-07-14,YouGov,B,42,2029
2020-07-16,Morning Consult,B/C,39,2029
2020-07-15,Rasmussen Reports/Pulse Opinion Research,C+,47,2029
2020-07-15,ABC News/The Washington Post,A+,40,2029
2020-07-17,Morning Consult,B/C,40,2029
2020-07-14,Ipsos,B-,40,2029
2020-07-15,YouGov,B,40,2029
2020-07-15,Fox News,A-,45,2029
2020-07-16,Rasmussen Reports/Pulse Opinion Research,C+,45,2029
2020-07-16,Morning Consult,B/C,40,2029
2020-07-16,YouGov,B,43,2029
2020-07-18,Morning Consult,B/C,39,2029
2020-07-17,YouGov,B,39,2029
2020-07-19,Morning Consult,B/C,40,2029
2020-07-20,Morning Consult,B/C,39,2030
2020-07-19,Rasmussen Reports/Pulse Opinion Research,C+,46,2029
2020-07-19,Kaiser Family Foundation,,41,2029
2020-07-18,Benenson Strategy Group/GS Strategy Group,,46,2029
2020-07-18,Winston Group,B/C,41,2029
2020-07-19,Morning Consult,B/C,40,2029
2020-07-21,Morning Consult,B/C,39,2030
2020-07-19,YouGov,B,42,2029
2020-07-19,YouGov,B,39,2029
2020-07-20,Rasmussen Reports/Pulse Opinion Research,C+,48,2030
2020-07-20,Global Strategy Group/GBAO (Navigator Research),,38,2030
2020-07-21,Ipsos,B-,40,2030
2020-07-20,American Research Group,B,36,2030
2020-07-22,Morning Consult,B/C,39,2030
2020-07-21,YouGov,B,42,2030
2020-07-22,Echelon Insights,,37,2030
2020-07-23,Morning Consult,B/C,39,2030
2020-07-21,YouGov,B,42,2030
2020-07-21,YouGov,B,41,2030
2020-07-21,Rasmussen Reports/Pulse Opinion Research,C+,49,2030
2020-07-22,YouGov,B,42,2030
2020-07-22,Rasmussen Reports/Pulse Opinion Research,C+,49,2030
2020-07-24,Morning Consult,B/C,39,2030
2020-07-23,YouGov,B,41,2030
2020-07-25,Morning Consult,B/C,39,2030
2020-07-23,Rasmussen Reports/Pulse Opinion Research,C+,49,2030
2020-07-23,Harris Poll,C,44,2030
2020-07-23,Zogby Analytics,C+,47,2030
2020-07-26,Morning Consult,B/C,39,2030
2020-07-24,YouGov,B,43,2030
2020-07-25,RMG Research,B/C,40,2030
2020-07-26,Rasmussen Reports/Pulse Opinion Research,C+,46,2030
2020-07-27,Morning Consult,B/C,39,2031
2020-07-26,HarrisX,C,44,2030
2020-07-28,Morning Consult,B/C,40,2031
2020-07-26,Morning Consult,B/C,36,2030
2020-07-26,Change Research,C-,44,2030
2020-07-26,YouGov,B,44,2030
2020-07-27,Rasmussen Reports/Pulse Opinion Research,C+,45,2031
2020-07-26,Morning Consult,B/C,40,2030
2020-07-27,YouGov,B,42,2031
2020-07-28,Øptimus,B/C,46.6,2031
2020-07-29,Morning Consult,B/C,40,2031
2020-07-27,YouGov,B,44,2031
2020-07-28,Rasmussen Reports/Pulse Opinion Research,C+,45,2031
2020-07-28,YouGov,B,44,2031
2020-07-30,Morning Consult,B/C,40,2031
2020-07-28,IBD/TIPP,A/B,41,2031
2020-07-29,YouGov,B,44,2031
2020-07-29,Rasmussen Reports/Pulse Opinion Research,C+,48,2031
2020-07-29,YouGov,B,42,2031
2020-07-28,Ipsos,B-,39.8,2031
2020-07-31,Morning Consult,B/C,40,2031
2020-07-29,Morning Consult,B/C,43,2031
2020-08-01,Morning Consult,B/C,40,2031
2020-07-30,Rasmussen Reports/Pulse Opinion Research,C+,50,2031
2020-07-30,YouGov,B,42,2031
2020-07-30,Emerson College,A-,45.35,2031
2020-08-02,Morning Consult,B/C,40,2031
2020-07-31,YouGov,B,43,2031
2020-08-03,Morning Consult,B/C,40,2032
2020-08-02,Rasmussen Reports/Pulse Opinion Research,C+,51,2031
2020-08-02,Morning Consult,B/C,40,2031
2020-08-04,Morning Consult,B/C,39,2032
2020-08-03,Rasmussen Reports/Pulse Opinion Research,C+,49,2032
2020-08-02,Morning Consult,B/C,40,2031
2020-08-03,Global Strategy Group/GBAO (Navigator Research),,39,2032
2020-08-02,YouGov,B,43,2031
2020-08-05,Morning Consult,B/C,39,2032
2020-08-03,YouGov,B,40,2032
2020-08-03,YouGov,B,41,2032
2020-08-06,Morning Consult,B/C,39,2032
2020-08-04,Rasmussen Reports/Pulse Opinion Research,C+,48,2032
2020-08-04,YouGov,B,44,2032
2020-08-04,YouGov,B,42,2032
2020-08-04,Ipsos,B-,40,2032
2020-08-05,YouGov,B,40,2032
2020-08-05,Rasmussen Reports/Pulse Opinion Research,C+,46,2032
2020-08-06,Georgetown University/Battleground,A/B,41.93,2032
2020-08-07,Morning Consult,B/C,39,2032
2020-08-06,Rasmussen Reports/Pulse Opinion Research,C+,48,2032
2020-08-08,Morning Consult,B/C,39,2032
2020-08-06,YouGov,B,42,2032
2020-08-09,Morning Consult,B/C,39,2032
2020-08-06,Climate Nexus,,43,2032
2020-08-07,YouGov,B,42,2032
2020-08-09,Rasmussen Reports/Pulse Opinion Research,C+,48,2032
2020-08-11,Marist College,A+,39,2033
2020-08-10,Morning Consult,B/C,39,2033
2020-08-09,YouGov,B,44,2032
2020-08-11,Morning Consult,B/C,40,2033
2020-08-10,Global Strategy Group/GBAO (Navigator Research),,43,2033
2020-08-10,Rasmussen Reports/Pulse Opinion Research,C+,49,2033
2020-08-09,Change Research,C-,46,2032
2020-08-10,Monmouth University,A+,42,2033
2020-08-12,Morning Consult,B/C,40,2033
2020-08-10,YouGov,B,41,2033
2020-08-10,YouGov,B,43,2033
2020-08-14,Morning Consult,B/C,40,2033
2020-08-13,Morning Consult,B/C,40,2033
2020-08-11,YouGov,B,43,2033
2020-08-11,YouGov,B,44,2033
2020-08-10,Morning Consult,B/C,41,2033
2020-08-11,Rasmussen Reports/Pulse Opinion Research,C+,48,2033
2020-08-11,HarrisX,C,45,2033
2020-08-12,Rasmussen Reports/Pulse Opinion Research,C+,47,2033
2020-08-12,Fox News,A-,44,2033
2020-08-12,NBC News/The Wall Street Journal,A-,44,2033
2020-08-11,Ipsos,B-,41,2033
2020-08-14,Morning Consult,B/C,40,2033
2020-08-12,YouGov,B,43,2033
2020-08-12,Morning Consult,B/C,39,2033
2020-08-15,Morning Consult,B/C,40,2033
2020-08-13,Rasmussen Reports/Pulse Opinion Research,C+,47,2033
2020-08-12,Redfield & Wilton Strategies,,40.54,2033
2020-08-13,YouGov,B,41,2033
2020-08-16,Morning Consult,B/C,40,2033
2020-08-14,YouGov,B,45,2033
2020-08-15,ABC News/The Washington Post,A+,42,2033
2020-08-16,Rasmussen Reports/Pulse Opinion Research,C+,47,2033
2020-08-17,Morning Consult,B/C,40,2034
2020-08-15,CNN/SSRS,B/C,43,2033
2020-08-15,YouGov,B,43,2033
2020-08-16,Morning Consult,B/C,39,2033
2020-08-17,Rasmussen Reports/Pulse Opinion Research,C+,48,2034
2020-08-18,Morning Consult,B/C,40,2034
2020-08-19,Morning Consult,B/C,40,2034
2020-08-18,Echelon Insights,,40,2034
2020-08-17,YouGov,B,42,2034
2020-08-17,YouGov,B,42,2034
2020-08-17,Morning Consult,B/C,41,2034
2020-08-18,Ipsos,B-,42,2034
2020-08-18,Rasmussen Reports/Pulse Opinion Research,C+,47,2034
2020-08-18,YouGov,B,43,2034
2020-08-20,Morning Consult,B/C,40,2034
2020-08-18,YouGov,B,43,2034
2020-08-19,Zogby Analytics,C+,52,2034
2020-08-19,YouGov,B,43,2034
2020-08-19,Rasmussen Reports/Pulse Opinion Research,C+,51,2034
2020-08-21,Morning Consult,B/C,40,2034
2020-08-22,Morning Consult,B/C,40,2034
2020-08-20,Morning Consult,B/C,41,2034
2020-08-20,American Research Group,B,38,2034
2020-08-20,Rasmussen Reports/Pulse Opinion Research,C+,51,2034
2020-08-20,YouGov,B,42,2034
2020-08-23,Morning Consult,B/C,40,2034
2020-08-20,Redfield & Wilton Strategies,,42.29,2034
2020-08-21,YouGov,B,39,2034
2020-08-24,Morning Consult,B/C,40,2035
2020-08-22,RMG Research,B/C,45,2034
2020-08-22,YouGov,B,39,2034
2020-08-23,Rasmussen Reports/Pulse Opinion Research,C+,51,2034
2020-08-23,Change Research,C-,45,2034
2020-08-25,Ipsos,B-,43,2035
2020-08-23,Morning Consult,B/C,42,2034
2020-08-25,Morning Consult,B/C,40,2035
2020-08-24,Rasmussen Reports/Pulse Opinion Research,C+,49,2035
2020-08-23,YouGov,B,44,2034
2020-08-23,Morning Consult,B/C,41,2034
2020-08-24,Global Strategy Group/GBAO (Navigator Research),,42,2035
2020-08-26,Morning Consult,B/C,40,2035
2020-08-24,YouGov,B,46,2035
2020-08-24,YouGov,B,43,2035
2020-08-26,McLaughlin & Associates,C/D,47,2035
2020-08-26,Opinium,,42.94,2035
2020-08-25,YouGov,B,44,2035
2020-08-25,Rasmussen Reports/Pulse Opinion Research,C+,47,2035
